condition,clickStatus,targetH,targetS,targetL,distr1H,distr1S,distr1L,distr2H,distr2S,distr2L,allSpeakerContents
far,distr2,199,17,50,319,52,50,159,36,50,blueish again
split,target,240,66,50,283,81,50,22,21,50,blue / lol we only got like 2 wrong
far,target,47,82,50,354,68,50,34,17,50,yellow
split,target,78,60,50,57,76,50,339,10,50,green
close,target,222,11,50,207,93,50,207,39,50,grey
far,target,322,9,50,52,23,50,237,76,50,red / purple
split,target,95,83,50,129,44,50,199,65,50,bright green yellow
far,target,299,53,50,24,51,50,135,44,50,purple
split,target,246,54,50,251,20,50,162,73,50,blue
split,target,136,94,50,102,47,50,74,10,50,bright green
split,target,257,99,50,238,30,50,109,41,50,blue
close,target,340,41,50,322,10,50,4,15,50,pink
close,distr1,189,41,50,196,43,50,209,39,50,the lightest blue teal
split,target,6,97,50,356,66,50,222,78,50,bright red
split,distr1,225,96,50,253,77,50,165,33,50,blue
far,target,116,12,50,57,86,50,196,97,50,green
close,target,336,67,50,305,28,50,298,66,50,dark bright pink
close,target,306,70,50,302,34,50,286,28,50,bright pink
far,target,74,55,50,249,60,50,231,2,50,yeallow green
far,target,22,94,50,154,77,50,334,23,50,orange
far,target,23,20,50,302,42,50,208,70,50,brown
close,target,306,47,50,278,16,50,283,57,50,pink
far,target,59,24,50,69,96,50,298,72,50,dull green yellow
close,target,170,4,50,219,2,50,79,11,50,brighter gray
far,target,354,76,50,254,92,50,298,70,50,red
split,target,222,71,50,228,19,50,51,10,50,blue
close,target,32,9,50,152,14,50,142,8,50,brown
split,target,213,37,50,279,10,50,74,73,50,bluish
split,target,61,46,50,91,26,50,310,7,50,dirty yellowish
close,distr2,236,6,50,302,9,50,14,5,50,most gray looking
far,target,207,38,50,298,42,50,102,95,50,bluish
split,target,32,33,50,54,29,50,295,27,50,tan to brown
far,target,58,51,50,322,85,50,2,69,50,dirty yellowish
close,target,247,87,50,248,48,50,274,95,50,bright blue
close,target,246,29,50,232,19,50,301,15,50,darkest purple
close,target,103,6,50,155,8,50,339,4,50,closest to olive green
split,target,237,37,50,234,8,50,33,74,50,blue
close,target,279,96,50,263,27,50,287,81,50,not pink. next brightest color
far,target,122,95,50,100,5,50,280,79,50,bright green
split,target,321,23,50,306,47,50,211,18,50,mauve. not bright pink
far,target,115,78,50,58,45,50,153,6,50,bright green
far,target,239,57,50,134,87,50,311,86,50,blue
far,target,55,93,50,280,8,50,21,91,50,yellow
split,target,137,75,50,109,57,50,300,30,50,brighter green not dirty
split,target,158,87,50,125,52,50,296,29,50,very light green
close,target,222,40,50,255,58,50,236,62,50,not purple. Not bright blue.
split,target,280,33,50,306,76,50,350,51,50,purple
close,distr2,302,75,50,318,60,50,334,80,50,brightest pink
far,target,285,83,50,2,43,50,32,0,50,purple
far,distr1,282,43,50,127,84,50,44,81,50,bright green
split,target,314,12,50,252,16,50,46,58,50,mauvish  lavendar
far,target,219,27,50,100,71,50,68,21,50,blue
close,distr2,141,70,50,86,64,50,119,85,50,not light green.  Not dirty green.  Plain green
close,target,195,76,50,182,41,50,193,42,50,blue that looks bright like sky
far,target,328,69,50,15,67,50,235,14,50,hot pink
close,target,192,26,50,83,0,50,184,4,50,bluish
close,target,137,36,50,132,19,50,161,41,50,looks like green grass
far,target,5,53,50,242,89,50,94,27,50,pinkish red
close,target,125,13,50,99,46,50,139,45,50,washed out green--going to gray
far,target,222,85,50,91,87,50,47,29,50,blue
far,target,251,96,50,301,28,50,67,2,50,blue
close,target,241,20,50,234,33,50,257,63,50,"not bright.  of the two remaining, slightly darker"
far,target,272,48,50,180,4,50,5,19,50,purple
split,target,231,15,50,237,45,50,64,65,50,dirty grayish
split,target,230,47,50,261,48,50,13,35,50,blue bright
split,target,161,36,50,85,8,50,250,45,50,green but not dirty or olive
far,target,141,79,50,247,14,50,170,9,50,bright green
far,target,73,84,50,355,53,50,298,12,50,ugly yellow
close,distr2,150,52,50,113,79,50,134,67,50,this one is hard --darkest green?
split,target,191,79,50,184,46,50,308,51,50,brightest blue --like sky
close,target,281,23,50,335,57,50,297,17,50,purple not mauve
close,target,204,6,50,167,24,50,170,13,50,most gray --no green
close,target,188,13,50,327,0,50,189,6,50,kind of teal green but brightest of three
far,target,61,67,50,21,83,50,282,83,50,yellow
split,target,261,69,50,228,80,50,135,83,50,purple
split,target,150,18,50,184,46,50,215,80,50,"not blue.  Of the two remaining, darkest green"
split,target,130,7,50,47,2,50,311,23,50,not brown not purple.  Is greenish
split,target,135,45,50,107,49,50,203,2,50,hello! / Darker green
split,target,14,32,50,38,37,50,208,2,50,red
far,target,311,21,50,225,83,50,167,58,50,purple
close,target,152,62,50,107,23,50,93,64,50,green-ish blue
far,target,289,68,50,216,0,50,154,90,50,bright purple
close,target,48,11,50,111,18,50,149,17,50,grey with a pink-ish tint
close,target,158,38,50,144,79,50,155,69,50,like a blue? / or grey
far,target,41,36,50,310,59,50,116,22,50,brown
far,target,88,39,50,153,8,50,281,59,50,green
close,target,85,79,50,132,71,50,66,69,50,yello-green. / liike neon
far,target,165,30,50,276,42,50,45,42,50,not purple and not brown / yes. you've been getting em all right
far,target,211,98,50,94,94,50,240,96,50,are you not getting feedback? / dull blue
close,target,292,93,50,272,79,50,296,32,50,A box should show around the right color once you choose / Yep. lol! / pink
split,target,147,92,50,104,83,50,178,54,50,light green / Its not the yellow-ish green and not the blue
far,target,191,22,50,291,29,50,59,35,50,blue grey
split,target,270,4,50,23,4,50,312,72,50,grey with a white tint
far,target,56,93,50,16,35,50,99,19,50,yellow
split,target,311,49,50,316,33,50,131,18,50,pink
close,target,77,30,50,95,55,50,141,23,50,closer to brown
close,target,353,77,50,19,92,50,10,98,50,red
close,target,232,92,50,276,41,50,245,43,50,bright blue
close,target,282,17,50,314,24,50,254,19,50,grey with a purple tint
far,target,220,1,50,6,31,50,269,40,50,grey
far,target,356,67,50,311,99,50,136,11,50,red
split,target,270,83,50,303,42,50,113,23,50,purple
far,target,18,96,50,128,68,50,283,34,50,orange
close,target,122,51,50,145,47,50,135,26,50,green
split,target,301,40,50,249,25,50,358,89,50,purple
close,target,84,86,50,134,72,50,68,55,50,yello?
split,target,99,13,50,168,48,50,242,30,50,grey
far,target,230,82,50,82,51,50,305,49,50,blue
split,target,167,21,50,153,36,50,236,88,50,grey
split,target,201,74,50,202,10,50,28,45,50,blue
far,target,119,45,50,256,18,50,236,68,50,green
split,target,281,55,50,221,93,50,95,8,50,purple
close,distr1,70,51,50,90,75,50,120,88,50,the lightest color. lol
close,target,85,83,50,115,35,50,87,32,50,oops / yellow / we doing good so far
split,target,121,66,50,156,85,50,199,75,50,green
split,target,268,23,50,261,12,50,2,53,50,purple
split,target,260,40,50,237,41,50,147,46,50,purple
far,target,296,87,50,355,43,50,256,45,50,pink
far,target,194,76,50,298,10,50,235,36,50,light blue
close,target,201,14,50,171,3,50,66,9,50,grey with some kinda blue tint
close,target,147,74,50,104,40,50,125,83,50,some of these are really hard. not bright greenand not brownish green
split,target,345,14,50,344,5,50,77,37,50,pinkish
split,target,136,99,50,74,80,50,176,63,50,green
close,target,259,9,50,358,22,50,306,19,50,grey
far,target,209,79,50,294,5,50,256,81,50,light blue
close,target,94,41,50,138,72,50,129,55,50,brownish green
far,target,231,15,50,16,16,50,78,38,50,purple? / like a blue purple
split,target,213,8,50,195,54,50,148,44,50,gray
far,distr1,280,22,50,247,63,50,102,4,50,purple
close,target,215,5,50,104,10,50,195,25,50,gray
split,target,19,78,50,34,66,50,340,23,50,pumpkin orange
split,distr1,238,7,50,315,2,50,164,79,50,dark gray
far,target,46,22,50,290,41,50,76,66,50,brown
far,target,76,2,50,274,60,50,138,89,50,gray
close,target,90,38,50,117,94,50,104,76,50,olive green / yes
split,target,316,6,50,177,3,50,164,65,50,purple-gray
close,target,141,77,50,118,39,50,103,32,50,bright green
split,target,92,29,50,145,80,50,176,5,50,olive green
close,distr1,237,27,50,282,48,50,250,84,50,"not blue, not purple, the one in between / like violet"
split,target,112,0,50,269,13,50,133,94,50,gray
split,target,297,66,50,269,94,50,164,73,50,magenta / pink
split,target,200,17,50,235,19,50,107,25,50,bluish gray
split,target,342,24,50,331,93,50,142,14,50,salmon / that one
far,target,313,90,50,113,51,50,65,91,50,pink
split,target,206,38,50,208,86,50,239,49,50,the one that is least blue / not purple
close,target,234,11,50,207,18,50,258,1,50,gray / what do you see / purplish gray
split,target,334,96,50,319,98,50,139,37,50,lipstick pink / red
far,target,281,98,50,65,82,50,198,94,50,purple
split,target,284,39,50,335,36,50,24,86,50,purple
close,distr2,258,95,50,216,99,50,231,72,50,purplish blue
close,distr2,66,55,50,96,94,50,112,42,50,olive / yellow green / no the puke one
far,target,102,84,50,55,32,50,169,80,50,neon green
far,target,337,70,50,359,92,50,179,60,50,pink
close,target,94,35,50,65,65,50,97,59,50,"olive / not yellow green, not bright green"
close,target,84,54,50,69,55,50,96,71,50,same
close,distr2,340,75,50,323,39,50,312,79,50,pink
close,target,161,76,50,140,87,50,96,73,50,teal
far,target,136,44,50,259,7,50,207,93,50,green
close,target,319,7,50,119,2,50,250,4,50,purplish gray / pinkish
close,distr1,41,54,50,48,44,50,57,32,50,orange / that one / i think so
far,target,166,57,50,336,11,50,23,48,50,teal
close,target,278,19,50,284,48,50,244,26,50,purple-gray / lavender
split,target,258,16,50,213,3,50,207,93,50,purple-gray
split,target,159,54,50,149,83,50,292,67,50,teal / not the bright green
far,target,1,44,50,23,75,50,163,80,50,red
close,target,274,15,50,224,30,50,267,25,50,purple-gray / pastel
far,target,175,49,50,89,72,50,257,43,50,teal
far,distr2,50,19,50,182,73,50,108,41,50,olive
split,target,123,55,50,112,26,50,340,90,50,bright green
far,target,302,80,50,158,24,50,36,88,50,pink
close,target,7,84,50,18,32,50,357,54,50,orange / blood orange
split,target,242,97,50,269,35,50,357,21,50,blue
far,target,180,98,50,207,25,50,131,59,50,teal
far,target,196,75,50,114,10,50,60,44,50,blue
far,target,208,38,50,341,68,50,286,87,50,blue
far,target,336,21,50,194,9,50,159,85,50,not gray or green / yeah
split,target,159,26,50,188,23,50,40,21,50,green
split,target,14,57,50,8,20,50,268,55,50,Hello / Try and click on the left square / I know
split,target,45,36,50,62,6,50,336,88,50,Try the right square / brown square
far,target,58,24,50,255,44,50,180,68,50,olive green square
far,target,171,65,50,104,5,50,0,93,50,aqua square
close,target,310,63,50,278,33,50,265,63,50,pink
far,target,167,98,50,295,9,50,343,81,50,mint
far,target,335,39,50,118,3,50,231,29,50,pink
split,target,144,61,50,155,27,50,4,61,50,lighter green
close,target,236,24,50,261,44,50,287,19,50,bluer square
close,target,51,26,50,93,14,50,100,22,50,brown
split,target,349,92,50,12,86,50,125,65,50,red
far,target,14,68,50,312,9,50,272,93,50,orange
split,target,307,49,50,318,85,50,73,8,50,purple
far,target,353,29,50,119,94,50,172,32,50,red/purplish color
split,target,334,32,50,286,8,50,134,12,50,pink
close,target,308,34,50,322,16,50,346,45,50,purple/pink
split,target,40,59,50,59,47,50,142,54,50,orange
close,distr2,140,80,50,109,48,50,129,44,50,brightest green
far,target,295,80,50,13,97,50,114,53,50,purple
far,target,69,48,50,330,73,50,265,66,50,yellow green
close,target,269,19,50,302,66,50,263,47,50,pale purple
split,target,20,32,50,15,43,50,173,31,50,pale brown
split,target,208,28,50,204,4,50,93,81,50,blue
close,target,183,19,50,181,61,50,165,38,50,closest to grey
close,target,286,70,50,302,75,50,333,43,50,purple
split,target,190,20,50,173,20,50,278,75,50,closest to grey
split,target,258,9,50,302,15,50,15,56,50,the purple to closest to grey
close,target,136,19,50,184,34,50,171,62,50,olive green
far,target,299,9,50,196,53,50,50,89,50,purple
close,target,30,37,50,16,19,50,52,6,50,orange
far,target,92,26,50,314,98,50,253,70,50,green
close,distr1,277,57,50,288,59,50,277,94,50,darkest purple
far,target,358,81,50,45,7,50,322,36,50,red
far,target,264,23,50,152,13,50,24,97,50,purple
far,target,29,42,50,157,54,50,196,92,50,orange brown
split,target,225,49,50,275,42,50,18,31,50,blue
split,target,58,61,50,81,32,50,303,22,50,yellow
close,distr1,277,53,50,294,69,50,253,28,50,darkest purple that does not look gray
close,target,110,23,50,143,44,50,139,74,50,olive green
split,target,216,87,50,242,53,50,338,43,50,lightest blue
split,distr1,263,99,50,231,48,50,341,82,50,blue that is almost purple
far,target,4,22,50,130,14,50,38,58,50,pale red
split,target,239,80,50,287,65,50,189,97,50,dark blue
far,distr2,0,27,50,46,35,50,290,98,50,pale red
split,distr1,145,96,50,127,81,50,59,18,50,brighter green
close,distr1,94,57,50,64,44,50,58,61,50,olive green
far,target,357,78,50,201,46,50,281,99,50,red
far,target,54,68,50,137,97,50,110,26,50,yellow
close,target,313,22,50,324,77,50,283,76,50,pale purple
close,target,44,7,50,11,18,50,321,6,50,"pale gray, almost olive"
close,target,238,8,50,329,27,50,276,34,50,Hi :-) / greyish purple
far,target,52,30,50,208,31,50,4,89,50,tan
split,target,137,34,50,112,27,50,45,55,50,"sea foam green, the brighter one"
far,target,214,78,50,329,20,50,270,46,50,blue
split,distr1,219,47,50,224,73,50,9,55,50,light blue
split,target,315,72,50,310,24,50,113,44,50,sorry >:o / pink
split,distr1,173,27,50,176,40,50,278,66,50,"darker of the light blue colors...grrr, hard one / me either lol"
close,target,209,11,50,250,16,50,271,32,50,some are too similar :-/  greyish one
far,target,171,37,50,285,9,50,86,57,50,blue green
close,target,113,92,50,74,90,50,111,60,50,lime green
far,target,132,18,50,220,78,50,29,67,50,grey
close,target,248,23,50,266,13,50,279,24,50,blueish purple
far,target,282,44,50,29,51,50,70,30,50,purple
close,target,93,73,50,145,62,50,137,72,50,lime green
split,target,116,33,50,117,52,50,185,92,50,olive green / darker one'
close,target,257,26,50,275,28,50,222,79,50,"purple, darker one of the two"
close,target,43,45,50,57,50,50,87,18,50,these are freakin hard.  tan
split,target,219,33,50,233,66,50,170,45,50,purple blue
far,target,36,39,50,200,85,50,178,0,50,tan
far,target,50,84,50,226,86,50,349,7,50,yellow
close,target,157,57,50,111,15,50,121,40,50,teal
close,target,87,33,50,73,11,50,163,33,50,olive green
far,target,215,39,50,21,74,50,15,6,50,blue
split,distr1,9,52,50,14,44,50,215,29,50,brighter of the clay colors / lol
far,target,250,35,50,100,64,50,34,87,50,sorry lol  blue
far,target,10,82,50,262,68,50,168,77,50,orange
far,target,71,72,50,316,23,50,273,74,50,green
close,target,214,30,50,4,3,50,220,19,50,periwinkle blue...the brighter one
far,target,107,65,50,19,68,50,308,64,50,green
split,target,238,62,50,256,46,50,147,52,50,blue
split,target,157,0,50,201,25,50,357,43,50,grey
close,target,222,31,50,226,8,50,299,1,50,blue
close,target,132,7,50,166,24,50,56,2,50,"grey, the more normal grey...not one with purple color"
split,target,118,20,50,124,32,50,231,30,50,i suck at being speaker :-/   the more drab of the green ones
close,target,271,53,50,247,41,50,232,82,50,"purple.  Thanks lol, you're doing good too!"
far,target,49,38,50,238,31,50,137,96,50,tan
far,target,130,57,50,21,79,50,328,7,50,green
split,distr1,62,71,50,45,99,50,252,28,50,puke yellow lol
split,target,130,35,50,155,13,50,195,58,50,sea foam green
far,target,355,32,50,68,98,50,155,19,50,pinkish purple
close,target,101,77,50,132,75,50,129,56,50,lime green
split,target,279,74,50,307,86,50,93,90,50,purple
close,target,155,11,50,209,25,50,209,1,50,the grey that has greenish blue color
close,target,106,52,50,147,60,50,161,65,50,lime green
split,target,229,23,50,261,16,50,184,55,50,periwinkle blue
split,target,207,48,50,229,29,50,22,72,50,lighter blue
far,target,141,84,50,248,40,50,15,8,50,green
split,target,143,53,50,173,56,50,20,67,50,sea foam green
far,target,329,9,50,40,70,50,167,72,50,purple
split,target,113,64,50,163,69,50,246,94,50,Was nice working with you!  Green
close,distr1,353,60,50,3,57,50,334,55,50,red / barn red
far,target,23,10,50,11,96,50,266,66,50,gray
close,target,128,39,50,119,69,50,131,93,50,normal green / the least brightest
close,target,138,5,50,205,16,50,190,35,50,gray
far,target,153,31,50,113,97,50,232,51,50,blue-green
close,target,93,19,50,98,40,50,121,40,50,brownish green
split,target,100,95,50,158,79,50,264,23,50,bright green
far,target,57,84,50,137,86,50,328,61,50,yellow
close,target,148,53,50,138,14,50,115,17,50,turquoise
far,target,92,91,50,168,5,50,230,77,50,bright green
far,target,200,97,50,133,98,50,250,88,50,light blue
close,target,170,5,50,186,15,50,16,1,50,slate
split,target,171,27,50,174,84,50,22,64,50,darker green
far,target,2,81,50,72,82,50,271,66,50,red
split,target,188,36,50,179,3,50,284,20,50,blue
split,target,258,31,50,275,51,50,124,56,50,purple / not the brighter one
split,target,192,61,50,196,15,50,165,84,50,blue
far,target,357,45,50,59,46,50,265,58,50,red
close,distr2,76,70,50,60,27,50,59,39,50,pear green
split,target,343,98,50,329,59,50,75,2,50,coral red
split,target,334,6,50,133,0,50,79,37,50,tinted gray
far,target,262,29,50,101,47,50,40,36,50,purple
close,target,308,43,50,319,66,50,286,55,50,lavender pink
split,target,296,30,50,273,35,50,96,75,50,pinkish purple
close,target,303,60,50,288,31,50,272,29,50,magenta
far,target,262,90,50,204,81,50,128,29,50,blue / darker
close,distr2,174,15,50,251,0,50,75,6,50,green / grayish green
split,target,267,27,50,331,47,50,187,26,50,violet
close,distr1,227,75,50,272,43,50,220,56,50,indigo / blue
split,distr1,130,62,50,97,57,50,336,18,50,apple green
split,target,165,72,50,178,79,50,11,18,50,greenish
close,target,324,77,50,296,68,50,313,90,50,magenta / not bright pink
split,target,310,44,50,323,50,50,10,53,50,not orange / the brighter pink
split,target,336,45,50,358,40,50,231,13,50,pink
close,target,342,26,50,1,52,50,358,24,50,pinkish
split,target,277,20,50,312,65,50,91,41,50,purple
far,target,26,81,50,166,64,50,56,24,50,orange
far,target,24,71,50,281,37,50,327,93,50,orange
split,distr1,281,88,50,288,87,50,104,22,50,violet
split,target,257,34,50,215,33,50,130,97,50,purple
far,target,183,10,50,142,57,50,58,67,50,grayish green
far,target,54,29,50,69,79,50,264,90,50,not blue / not yellow
close,distr1,233,30,50,262,23,50,216,30,50,purple
far,target,274,18,50,121,4,50,47,66,50,purple
far,target,106,96,50,176,59,50,242,86,50,green
far,target,244,56,50,106,93,50,24,5,50,blue
close,target,340,43,50,344,94,50,337,30,50,brick red
close,target,332,31,50,1,27,50,311,14,50,red violet
close,target,60,85,50,61,38,50,75,43,50,yellow
far,target,124,37,50,178,61,50,9,9,50,green
split,target,284,79,50,319,84,50,34,98,50,purple
close,target,222,80,50,234,32,50,250,24,50,bright blue
far,target,235,90,50,346,54,50,113,83,50,blue
close,target,316,19,50,336,34,50,316,72,50,dull mauve
close,distr1,205,66,50,199,72,50,197,22,50,darker of the light blue
split,target,159,81,50,135,94,50,277,64,50,teal green
close,target,97,26,50,119,71,50,89,71,50,dirty green
far,target,285,78,50,123,84,50,340,37,50,purple
close,distr2,57,38,50,82,81,50,59,56,50,darker of the yellows
close,target,95,52,50,131,67,50,88,28,50,natural green
close,target,306,38,50,315,75,50,338,75,50,parker purple / darker
close,target,330,54,50,317,82,50,336,87,50,"darker, dull violet"
close,target,64,56,50,63,79,50,56,96,50,darkest color
split,target,125,42,50,167,42,50,231,42,50,green
far,target,167,13,50,52,92,50,137,61,50,greyish
close,target,313,33,50,284,20,50,313,20,50,vibrant purple
split,distr1,26,43,50,12,11,50,108,91,50,sand
split,target,175,36,50,86,12,50,107,75,50,aqua
far,target,28,85,50,338,19,50,98,60,50,orange
far,distr1,239,13,50,175,54,50,258,83,50,dull people / dull blue / im sorry
far,target,114,90,50,176,88,50,33,95,50,green
close,distr2,143,16,50,124,2,50,72,25,50,greenish one
split,target,124,20,50,61,5,50,236,54,50,gren
far,target,74,4,50,338,81,50,272,73,50,grey
split,target,67,49,50,51,57,50,240,41,50,greenish
far,target,355,72,50,89,50,50,209,40,50,red
far,target,200,82,50,99,68,50,244,78,50,sky blue
far,target,5,72,50,159,16,50,252,11,50,red
split,target,294,9,50,106,1,50,161,60,50,purpleish
far,target,234,62,50,43,6,50,303,57,50,blue
close,target,280,39,50,307,15,50,224,13,50,purple
split,target,250,37,50,270,45,50,78,1,50,blue/purple
split,target,105,30,50,133,83,50,319,40,50,dull green
close,target,11,31,50,19,5,50,309,3,50,orangeish brow / n
close,target,142,48,50,169,77,50,157,64,50,green
far,target,277,15,50,35,48,50,139,78,50,purple
split,target,288,59,50,299,66,50,108,30,50,purple
close,target,339,23,50,312,39,50,300,9,50,mauve
split,target,314,90,50,311,67,50,78,98,50,bright pink
split,target,347,74,50,321,97,50,260,6,50,red
far,target,344,71,50,282,95,50,165,63,50,red
close,target,132,24,50,94,12,50,55,25,50,most green
far,target,188,61,50,6,87,50,338,36,50,blue
far,target,323,10,50,60,46,50,158,62,50,purple?
split,target,287,62,50,257,36,50,203,91,50,bright urple
split,target,93,70,50,141,63,50,4,58,50,lime green
far,target,255,61,50,310,20,50,151,42,50,blue
split,target,314,53,50,276,96,50,48,59,50,pink
split,target,329,76,50,300,27,50,182,48,50,pink
close,target,94,64,50,76,28,50,90,50,50,brighter green
far,distr1,68,31,50,170,52,50,3,30,50,puke / greenish tan
close,target,82,93,50,129,95,50,125,55,50,"brightest, lime"
split,target,294,11,50,222,25,50,111,50,50,purple
split,distr1,333,86,50,336,49,50,75,86,50,hot pink
close,target,133,26,50,89,58,50,117,60,50,greyish green / greenish grey
split,target,34,44,50,65,30,50,72,1,50,peach??? / tan / orangish
far,target,277,28,50,24,83,50,199,99,50,we do not have same order. / purple
far,target,183,8,50,336,99,50,228,24,50,grey
close,distr1,294,13,50,251,15,50,327,19,50,hard one here
split,distr1,157,11,50,261,5,50,346,80,50,grey
close,target,74,20,50,130,33,50,99,38,50,olive / drab / army green
split,target,195,6,50,280,4,50,23,98,50,grey lighter
far,target,339,4,50,235,69,50,341,51,50,grey
close,target,84,42,50,154,47,50,119,17,50,lighther green / olive
split,target,111,45,50,91,71,50,229,27,50,darker green
far,target,264,20,50,159,81,50,1,93,50,purple
far,distr1,150,69,50,325,51,50,270,7,50,teal / not purple or red
close,distr2,199,18,50,253,36,50,251,15,50,grey
split,distr1,153,25,50,171,24,50,246,69,50,greenish
close,target,314,41,50,331,88,50,338,60,50,purple
close,distr2,249,39,50,262,86,50,232,35,50,blueish purpleish
far,target,148,51,50,7,97,50,344,23,50,green
far,target,314,91,50,21,16,50,257,87,50,pink / pink
close,distr2,122,63,50,96,60,50,102,86,50,I have no idea what parrot green is / true green
far,target,208,63,50,254,29,50,115,32,50,blue
close,distr2,337,0,50,114,4,50,117,7,50,parrot grey
close,distr1,220,88,50,244,57,50,248,18,50,true blue
close,target,198,76,50,200,24,50,210,14,50,light blue
far,target,12,71,50,114,43,50,293,56,50,orange / answer wisley
split,target,312,2,50,329,24,50,174,78,50,grey / grey / ohio
close,target,224,20,50,206,57,50,231,7,50,blue grey
split,target,109,79,50,137,63,50,233,47,50,neon green
far,target,300,0,50,259,45,50,100,35,50,grey
split,target,310,10,50,287,41,50,155,83,50,purpleish grey
split,target,292,1,50,127,9,50,263,28,50,grey
far,target,57,77,50,258,57,50,101,98,50,yellow
split,target,218,10,50,250,25,50,99,70,50,grey
close,distr2,123,6,50,141,2,50,101,11,50,darkest
far,target,150,65,50,280,23,50,95,3,50,greeen
close,target,295,77,50,325,94,50,328,62,50,purple
split,target,292,40,50,288,57,50,228,28,50,dull purple
split,target,168,29,50,186,44,50,65,78,50,greenest / man
far,distr2,199,22,50,132,86,50,268,88,50,blue
close,distr2,132,44,50,122,81,50,132,59,50,gull green / dull green
far,target,125,93,50,285,93,50,195,73,50,green
split,target,41,88,50,29,42,50,160,10,50,orange
far,target,217,50,50,180,37,50,143,47,50,darkewr blue / darker
far,target,54,82,50,268,16,50,126,20,50,yellow
split,target,78,35,50,151,51,50,32,79,50,olive
close,distr2,277,39,50,241,70,50,281,83,50,dull purple
close,target,76,15,50,154,34,50,135,11,50,"Hi,hard one. / brownis green"
split,target,77,76,50,107,93,50,291,36,50,mustard
far,target,182,71,50,31,97,50,89,38,50,blue
close,target,124,28,50,106,48,50,135,22,50,darker green / yes it is
close,target,273,60,50,281,41,50,255,93,50,purple purple
split,target,337,58,50,304,66,50,163,83,50,red
split,target,219,5,50,29,10,50,84,97,50,dark grey
close,target,180,8,50,178,30,50,114,12,50,grey
split,target,202,23,50,165,18,50,78,96,50,blueish
far,target,147,73,50,275,76,50,118,12,50,green
close,target,116,40,50,141,81,50,79,45,50,dark green
far,target,318,69,50,239,80,50,27,25,50,pink
split,target,290,49,50,302,19,50,142,94,50,purple
far,target,47,8,50,173,79,50,280,95,50,grey
split,target,284,60,50,256,20,50,131,65,50,purple
close,target,141,4,50,90,25,50,129,16,50,grey
far,target,328,63,50,119,34,50,243,36,50,pink
far,target,167,39,50,5,74,50,235,74,50,light blue
split,target,219,92,50,274,99,50,102,45,50,blue
far,target,28,78,50,242,91,50,190,34,50,orange
split,target,90,39,50,77,18,50,18,73,50,green
far,target,123,53,50,186,46,50,46,76,50,green
close,target,166,57,50,98,24,50,159,63,50,bluest
split,target,137,23,50,172,64,50,207,88,50,grey
close,target,331,4,50,257,0,50,128,3,50,purpleish grey
split,target,346,37,50,352,10,50,141,46,50,lol / pink
split,target,147,47,50,118,21,50,268,71,50,doing great / teal
split,target,208,38,50,219,25,50,119,28,50,bluesist
far,target,9,52,50,337,11,50,201,56,50,orange
far,target,19,20,50,214,86,50,137,57,50,grey
close,target,228,12,50,232,49,50,264,22,50,grey
far,target,311,90,50,1,88,50,311,6,50,pink
close,target,318,23,50,337,62,50,321,84,50,purpleish
split,distr1,340,82,50,11,42,50,110,0,50,red
far,target,335,19,50,118,22,50,77,74,50,oops / purple
close,target,168,45,50,154,45,50,165,90,50,duller blue
close,distr2,120,10,50,70,5,50,250,2,50,darkest
close,target,18,23,50,28,13,50,274,0,50,oops / brown
close,target,50,56,50,52,35,50,79,38,50,yellow
far,target,214,44,50,305,64,50,355,3,50,blue
far,target,108,38,50,273,68,50,215,84,50,green
split,target,283,46,50,325,41,50,156,18,50,purple
close,target,125,55,50,95,48,50,121,23,50,green green
split,target,272,29,50,243,56,50,354,13,50,purple
far,target,285,90,50,16,81,50,37,21,50,purple
far,target,225,20,50,1,93,50,228,92,50,grey
split,target,328,3,50,21,18,50,124,92,50,"this hit expired on me, I finish it for you / grey"
far,target,93,45,50,1,51,50,214,32,50,green
split,target,336,17,50,344,29,50,117,14,50,purple
close,target,234,63,50,240,30,50,254,78,50,blue
far,target,348,62,50,55,21,50,291,78,50,pink
close,target,58,37,50,68,15,50,56,27,50,green bright
close,target,123,9,50,57,31,50,71,16,50,blue
far,target,29,53,50,261,46,50,145,87,50,brown
far,target,225,2,50,144,58,50,247,34,50,gray
far,target,67,17,50,188,60,50,354,3,50,green
far,target,123,4,50,128,59,50,40,78,50,gray
close,target,286,19,50,332,67,50,327,12,50,purple / bright
close,target,215,32,50,271,31,50,202,21,50,blue bright
far,target,87,19,50,183,28,50,209,62,50,green
close,target,309,23,50,190,6,50,311,91,50,purple dark
far,target,100,70,50,47,41,50,237,24,50,green
split,target,296,24,50,332,55,50,107,88,50,purple
split,target,145,16,50,74,21,50,264,52,50,green blue
close,target,193,11,50,166,19,50,100,12,50,blue / gray blue
close,target,145,9,50,81,9,50,54,21,50,blue gray
close,target,355,8,50,32,5,50,245,9,50,pink
far,target,355,81,50,64,2,50,63,71,50,red
far,target,346,7,50,265,77,50,37,29,50,gray
split,target,207,45,50,186,26,50,355,47,50,blue bright
split,target,255,69,50,220,49,50,47,14,50,purple
split,target,3,31,50,357,10,50,107,33,50,red
split,target,212,31,50,193,1,50,113,59,50,blue
close,target,132,35,50,157,22,50,66,11,50,green bright
split,target,275,72,50,231,60,50,52,5,50,purple
split,target,115,96,50,76,54,50,230,43,50,neon green
